customer_id,customer_name,gender,age,state,city,mobile,email,business_type,income_type,net_worth_inr,demat,estimated_annual_income_inr,risk_profile,demat_account_open_date,primary_stock,stock_total_holding,avg_buy_date,avg_sell_date,avg_buy_price_inr,avg_sell_price_inr,holding_value_inr,current_estimated_value_inr,portfolio_value_inr,num_trades_last_12m,is_active_trader
CUST201774,Ananya Desai,Male,50,Jammu and Kashmir,Jammu,9790448138,ananya.desai17@example.com,Student,None/Student,20932,Zerodha,1701,High,9/17/2015,INFY,335,1/10/2025,-,1221,-,408948,607130,408948,10,FALSE
CUST201775,Pooja Singh,Female,20,Haryana,Gurgaon,9619524960,pooja.singh66@example.com,Retired,Investments,3209,Groww,619,Low,6/4/2020,KOTAKBANK,1024,12/4/2023,-,2147,-,2198333,2767744,2198333,6,FALSE
CUST201776,Vivaan Desai,Male,47,Gujarat,Surat,9223804534,vivaan.desai15@example.com,Professional Services,Investments,2064806,Groww,126226,Low,6/20/2020,MARUTI,154,6/14/2025,-,11821,-,1820377,1645501,1820377,6,FALSE
CUST201777,Siddharth Khan,Male,52,Himachal Pradesh,Dharamshala,9489873587,siddharth.khan78@example.com,Student,None/Student,37359,Zerodha,6349,Low,2/4/2014,ICICIBANK,122,12/3/2021,-,695,-,84761,107650,84761,8,FALSE
CUST201778,Ananya Gupta,Female,35,Madhya Pradesh,Indore,9409398663,ananya.gupta99@example.com,Freelancer,None/Student,434112,Groww,43108,Moderate,8/31/2013,POWERGRID,1827,9/4/2022,-,327,-,597118,809311,597118,4,FALSE
CUST201779,Pooja Nair,Female,37,Odisha,Cuttack,9523918867,pooja.nair60@example.com,Retired,Business Income,619488,Groww,43238,Low,2/27/2017,ONGC,509,7/26/2021,-,122,-,62123,90132,62123,5,FALSE
CUST201780,Rahul Verma,Male,34,Manipur,Imphal,9334014215,rahul.verma64@example.com,Retired,Salary,1160864,Groww,173247,Low,8/11/2014,BHARTIARTL,1292,10/9/2016,12/11/2017,1018,1017,1315011,1493067,1313615,8,FALSE
CUST201781,Karan Iyer,Female,18,Sikkim,Gangtok,9233570444,karan.iyer63@example.com,Professional Services,Business Income,5168133,Groww,750973,Low,6/26/2022,BHARTIARTL,351,12/20/2023,-,929,-,326065,303558,326065,6,FALSE
CUST201782,Arjun Nair,Male,28,Odisha,Bhubaneswar,9957421884,arjun.nair47@example.com,Small Business,Salary,866918,Groww,164826,Low,12/21/2012,HDFC,957,10/22/2018,4/7/2025,2799,2941,2678480,2614410,2814891,3,FALSE
CUST201783,Vivek Bose,Male,50,Haryana,Faridabad,9792464299,vivek.bose44@example.com,Small Business,Business Income,322781,Groww,29507,High,7/29/2014,DIVISLAB,228,5/18/2016,-,4837,-,1102859,1593370,1102859,5,FALSE
CUST201784,Ananya Gupta,Male,31,Maharashtra,Pune,9915300751,ananya.gupta92@example.com,Student,None/Student,25149,Zerodha,4148,Low,3/15/2014,DIVISLAB,1267,12/3/2020,-,4850,-,6145292,9035664,6145292,5,FALSE
CUST201785,Aditya Mishra,Male,44,Nagaland,Kohima,9453108124,aditya.mishra31@example.com,Entrepreneur,None/Student,1013687,Groww,190809,Low,4/3/2016,HINDUNILVR,100,10/23/2018,-,1935,-,193494,201149,193494,4,FALSE
CUST201786,Vivek Joshi,Female,27,Lakshadweep,Kavaratti,9460669610,vivek.joshi19@example.com,Entrepreneur,Investments,3449139,Groww,408525,Low,7/25/2013,LARSEN,1526,7/14/2015,-,2710,-,4135628,5398496,4135628,5,FALSE
CUST201787,Kavya Thakur,Male,18,Andaman and Nicobar Islands,Port Blair,9650614715,kavya.thakur14@example.com,Small Business,Business Income,727170,Groww,81842,Moderate,2/8/2024,INFY,1063,3/28/2025,-,1895,-,2013907,2384459,2013907,8,FALSE
CUST201788,Arjun Singh,Female,43,Rajasthan,Jaipur,9272898683,arjun.singh16@example.com,Entrepreneur,None/Student,772,Groww,81,Moderate,7/17/2018,LARSEN,167,8/29/2019,7/6/2022,2125,3416,354892,448094,570497,6,FALSE
CUST201789,Arjun Gupta,Male,35,Uttar Pradesh,Lucknow,9669978420,arjun.gupta89@example.com,Retired,None/Student,1117123,Groww,220709,High,3/8/2015,DIVISLAB,1123,4/24/2018,9/22/2018,5091,5302,5717687,5318629,5954303,9,FALSE
CUST201790,Aditya Nair,Male,37,Nagaland,Kohima,9861595285,aditya.nair41@example.com,Retired,Inheritance,1568897,Groww,221595,Moderate,11/26/2011,RELIANCE,1315,5/2/2020,1/28/2023,2316,1618,3046132,4503424,2128117,5,FALSE
CUST201791,Kavya Iyer,Male,43,Rajasthan,Jodhpur,9305577979,kavya.iyer85@example.com,Professional Services,Business Income,3888141,Groww,732352,Moderate,10/28/2013,POWERGRID,1439,7/30/2023,-,322,-,462969,547679,462969,6,FALSE
CUST201792,Karan Bose,Male,44,Arunachal Pradesh,Naharlagun,9815043903,karan.bose44@example.com,Retired,None/Student,2155570,Groww,253099,Low,10/15/2016,HDFC,83,2/20/2019,-,2918,-,242176,330225,242176,13,TRUE
CUST201793,Neha Sharma,Female,45,Ladakh,Leh,9547607512,neha.sharma37@example.com,Professional Services,Pension,4197299,Groww,765278,Low,5/27/2019,BHARTIARTL,872,1/14/2023,10/8/2024,943,810,822279,994909,706311,5,FALSE
CUST201794,Aditya Mishra,Male,18,Tripura,Agartala,9245940859,aditya.mishra12@example.com,Entrepreneur,Inheritance,3912921,Groww,467123,Moderate,10/22/2021,BAJAJ_AUTO,1718,5/8/2022,12/7/2022,6001,4929,10310199,14579265,8467180,5,FALSE
CUST201795,Aisha Bose,Male,36,Sikkim,Gangtok,9076557374,aisha.bose52@example.com,Retired,None/Student,833045,Groww,61352,Moderate,4/2/2023,HINDUNILVR,964,9/1/2023,-,1834,-,1768265,2262877,1768265,9,FALSE
CUST201796,Sana Kumar,Male,26,Karnataka,Bengaluru,9017522792,sana.kumar91@example.com,Freelancer,None/Student,636186,Groww,88977,Moderate,8/24/2016,SUNPHARMA,1699,4/4/2018,-,972,-,1652040,1804675,1652040,10,FALSE
CUST201797,Smita Thakur,Male,18,Karnataka,Bengaluru,9020385407,smita.thakur88@example.com,Professional Services,Inheritance,2061769,Groww,371968,Low,8/24/2022,ITC,1390,10/17/2024,-,485,-,673691,807862,673691,3,FALSE
CUST201798,Deepa Iyer,Female,31,Sikkim,Gangtok,9385139763,deepa.iyer50@example.com,Entrepreneur,Investments,933962,Groww,51497,Low,7/15/2020,ICICIBANK,850,4/30/2021,-,1158,-,984020,1352383,984020,4,FALSE
CUST201799,Kavya Nair,Male,33,Punjab,Chandigarh,9633461189,kavya.nair12@example.com,Professional Services,None/Student,294141,Groww,27220,Low,7/31/2011,SBI,45,1/15/2018,1/5/2022,781,658,35132,37273,29594,9,FALSE
CUST201800,Isha Mehta,Male,30,Ladakh,Leh,9419171603,isha.mehta15@example.com,Professional Services,Investments,2997029,Groww,575255,Low,5/21/2021,DIVISLAB,1830,4/24/2024,8/14/2024,4934,4978,9029037,12389592,9109429,4,FALSE
CUST201801,Ankit Patel,Female,41,Telangana,Warangal,9209313788,ankit.patel95@example.com,Retired,Salary,1283538,Groww,116201,Low,8/11/2010,HCLTECH,1332,5/19/2018,3/15/2023,1194,1249,1591061,2108527,1663015,10,FALSE
CUST201802,Siddharth Reddy,Male,35,Meghalaya,Shillong,9365764554,siddharth.reddy68@example.com,Agriculture,None/Student,604814,Groww,66381,Low,5/27/2020,KOTAKBANK,1022,7/15/2025,-,1689,-,1725994,1561998,1725994,5,FALSE
CUST201803,Vivaan Mehta,Male,33,Jammu and Kashmir,Srinagar,9102693955,vivaan.mehta24@example.com,Freelancer,None/Student,693108,Groww,68742,Low,2/4/2018,ITC,414,1/7/2019,-,397,-,164437,233507,164437,2,FALSE
CUST201804,Vivaan Rao,Female,34,Himachal Pradesh,Shimla,9855070264,vivaan.rao49@example.com,Student,Business Income,16599,Zerodha,1478,Low,10/14/2010,INFY,422,2/4/2019,-,1935,-,816633,990173,816633,12,TRUE
CUST201805,Rahul Thakur,Male,36,Andaman and Nicobar Islands,Port Blair,9216483427,rahul.thakur65@example.com,Small Business,Investments,983739,Groww,107041,Moderate,9/16/2020,HDFC,1529,4/1/2024,9/3/2025,2549,3516,3897956,5677400,5376606,7,FALSE
CUST201806,Smita Khan,Male,46,Kerala,Kozhikode,9202358937,smita.khan54@example.com,Retired,Salary,502131,Groww,89262,Low,11/23/2011,KOTAKBANK,1161,9/2/2018,-,1898,-,2203601,1997595,2203601,5,FALSE
CUST201807,Arjun Gupta,Male,31,Kerala,Kozhikode,9951659919,arjun.gupta48@example.com,Retired,Pension,870052,Groww,86562,Low,3/22/2023,SUNPHARMA,1235,1/9/2025,6/30/2025,1068,884,1318943,1869024,1091431,3,FALSE
CUST201808,Priya Nair,Prefer not to say,34,West Bengal,Howrah,9242867855,priya.nair57@example.com,Freelancer,Business Income,674427,Groww,104872,Low,8/18/2011,HINDUNILVR,1689,7/20/2021,12/31/2022,2873,1963,4853257,6610503,3314831,5,FALSE
CUST201809,Aarav Reddy,Female,55,Dadra and Nagar Haveli and Daman and Diu,Diu,9936725028,aarav.reddy15@example.com,Freelancer,Salary,83091,Groww,7219,Moderate,2/16/2020,HDFC,1830,9/6/2022,-,2972,-,5439327,7052870,5439327,5,FALSE
CUST201810,Vivaan Nair,Female,33,Chandigarh,Chandigarh,9316134079,vivaan.nair15@example.com,Salaried,None/Student,346946,Upstox,26765,Moderate,10/1/2014,POWERGRID,495,1/10/2018,-,155,-,76621,96452,76621,5,FALSE
CUST201811,Aditya Bose,Female,18,Tamil Nadu,Coimbatore,9328678515,aditya.bose74@example.com,Freelancer,Business Income,524305,Groww,89686,Moderate,1/18/2018,POWERGRID,708,3/28/2018,-,337,-,238646,300600,238646,1,FALSE
CUST201812,Neha Bose,Female,37,Jammu and Kashmir,Srinagar,9616689409,neha.bose96@example.com,Freelancer,Investments,1341423,Groww,92791,Low,4/30/2019,ONGC,225,10/7/2022,-,116,-,26010,36501,26010,8,FALSE
CUST201813,Ankit Bose,Male,49,Andhra Pradesh,Vijayawada,9956322451,ankit.bose36@example.com,Freelancer,Investments,443301,Groww,73594,Moderate,6/16/2012,HDFC,1425,8/20/2019,6/9/2020,2680,2599,3819556,5715436,3703589,3,FALSE
CUST201814,Sana Bose,Female,30,Chhattisgarh,Raipur,9697848798,sana.bose81@example.com,Small Business,Business Income,61690,Groww,8974,Moderate,12/30/2016,KOTAKBANK,1851,5/13/2021,-,2186,-,4046989,4764482,4046989,3,FALSE
CUST201815,Neha Mehta,Male,55,West Bengal,Kolkata,9225916423,neha.mehta83@example.com,Salaried,Investments,960409,Upstox,125278,Low,9/20/2018,SBI,1014,1/12/2022,3/8/2023,700,788,709384,879542,799296,4,FALSE
CUST201816,Arjun Kumar,Female,30,Uttar Pradesh,Noida,9986370855,arjun.kumar21@example.com,Salaried,Salary,344005,Upstox,40966,Low,10/17/2016,POWERGRID,800,4/14/2017,-,262,-,209568,211449,209568,6,FALSE
CUST201817,Priya Sharma,Male,41,Jharkhand,Ranchi,9577569429,priya.sharma92@example.com,Student,Salary,29679,Zerodha,3868,Moderate,4/24/2012,KOTAKBANK,387,11/27/2018,-,2345,-,907341,1029984,907341,7,FALSE
CUST201818,Aditya Sharma,Female,35,Andhra Pradesh,Guntur,9274635235,aditya.sharma77@example.com,Salaried,Business Income,41752,Upstox,2872,Moderate,6/17/2013,SBI,961,4/12/2017,9/17/2018,667,520,640507,641515,499336,8,FALSE
CUST201819,Aditya Singh,Female,66,Jharkhand,Ranchi,9862185311,aditya.singh52@example.com,Student,Pension,17938,Zerodha,1560,Low,1/26/2023,RELIANCE,1407,6/15/2024,-,2341,-,3293196,2984495,3293196,6,FALSE
CUST201820,Siddharth Mishra,Female,36,Chandigarh,Chandigarh,9947281326,siddharth.mishra93@example.com,Salaried,Business Income,390203,Upstox,20625,High,5/26/2014,BHARTIARTL,869,4/26/2019,-,909,-,789643,1053486,789643,3,FALSE
CUST201821,Aisha Desai,Female,47,Sikkim,Gangtok,9940375353,aisha.desai94@example.com,Student,Business Income,38549,Zerodha,5969,Moderate,9/29/2013,POWERGRID,1252,7/21/2015,-,279,-,349533,378729,349533,2,FALSE
CUST201822,Arjun Mehta,Male,39,Mizoram,Aizawl,9950305687,arjun.mehta22@example.com,Entrepreneur,None/Student,1729713,Groww,293450,Moderate,2/17/2020,ONGC,1952,9/21/2022,-,151,-,293932,417980,293932,5,FALSE
CUST201823,Ananya Reddy,Male,33,Uttar Pradesh,Kanpur,9529838820,ananya.reddy74@example.com,Entrepreneur,Investments,1350521,Groww,207221,High,8/15/2011,DIVISLAB,599,12/3/2023,-,3520,-,2108474,2519148,2108474,3,FALSE
CUST201824,Aditya Chopra,Male,36,Chandigarh,Chandigarh,9576528226,aditya.chopra62@example.com,Agriculture,Inheritance,434281,Groww,67880,Low,12/14/2010,ITC,1177,1/1/2016,2/22/2024,379,501,446436,617192,589548,2,FALSE
CUST201825,Smita Chopra,Female,38,Arunachal Pradesh,Itanagar,9776613886,smita.chopra50@example.com,Retired,Pension,1244200,Groww,223366,Low,9/29/2015,ITC,1189,9/25/2023,8/13/2025,436,495,517833,597681,588127,5,FALSE
CUST201826,Aisha Sharma,Female,28,Assam,Guwahati,9239593601,aisha.sharma34@example.com,Freelancer,Pension,1311097,Groww,203628,Moderate,10/13/2015,AXISBANK,1476,6/28/2019,-,956,-,1411336,1975376,1411336,3,FALSE
CUST201827,Vivek Reddy,Male,24,Chandigarh,Chandigarh,9087807202,vivek.reddy62@example.com,Professional Services,Inheritance,541058,Groww,55498,Low,2/26/2015,HDFC,1151,9/10/2023,-,2270,-,2612517,3693009,2612517,1,FALSE
CUST201828,Ankit Mehta,Female,39,Puducherry,Puducherry,9763720373,ankit.mehta60@example.com,Small Business,Business Income,696799,Groww,59855,Low,7/30/2019,RELIANCE,1554,3/28/2025,-,2127,-,3305467,3900789,3305467,6,FALSE
CUST201829,Rohit Mishra,Male,40,Tripura,Agartala,9574396770,rohit.mishra61@example.com,Professional Services,Inheritance,1453850,Groww,162201,Low,10/17/2017,RELIANCE,943,3/8/2022,3/14/2022,1863,1483,1756790,2564590,1398243,5,FALSE
CUST201830,Priya Khan,Male,31,Meghalaya,Shillong,9688730588,priya.khan44@example.com,Professional Services,Investments,2032106,Groww,242798,Low,8/31/2017,DIVISLAB,12,8/15/2021,-,5297,-,63562,68467,63562,7,FALSE
CUST201831,Arjun Patel,Female,34,Sikkim,Gangtok,9547800958,arjun.patel26@example.com,Small Business,Business Income,859660,Groww,78154,Low,9/15/2014,SBILIFE,1641,12/22/2016,-,1378,-,2260494,2541564,2260494,6,FALSE
CUST201832,Aarav Reddy,Female,23,Tripura,Agartala,9007388546,aarav.reddy84@example.com,Freelancer,Pension,148548,Groww,13973,Low,7/31/2011,ONGC,1575,3/23/2023,4/19/2023,139,81,218531,259175,127890,3,FALSE
CUST201833,Ankit Nair,Female,34,Odisha,Bhubaneswar,9941319859,ankit.nair80@example.com,Professional Services,Pension,1623044,Groww,253964,Low,9/23/2010,HINDUNILVR,1680,6/8/2021,-,2405,-,4040870,5450639,4040870,5,FALSE
CUST201834,Aditya Mishra,Male,49,Gujarat,Ahmedabad,9251119035,aditya.mishra42@example.com,Salaried,Investments,458991,Upstox,37224,Moderate,4/18/2024,BAJAJ_AUTO,258,6/16/2025,-,5469,-,1410917,1607337,1410917,7,FALSE
CUST201835,Aarav Desai,Male,49,Odisha,Bhubaneswar,9323887676,aarav.desai97@example.com,Entrepreneur,Investments,3376049,Groww,557445,High,10/25/2010,SBILIFE,919,12/20/2021,-,1004,-,922832,876956,922832,6,FALSE
CUST201836,Vivaan Bose,Female,27,Ladakh,Leh,9744308183,vivaan.bose78@example.com,Small Business,Business Income,782139,Groww,69296,Low,11/20/2014,BAJAJ_AUTO,35,4/6/2022,11/25/2024,4732,4370,165603,149274,152955,5,FALSE
CUST201837,Siddharth Desai,Female,28,Andaman and Nicobar Islands,Port Blair,9548185133,siddharth.desai25@example.com,Entrepreneur,Inheritance,435134,Groww,48285,Moderate,4/17/2015,BHARTIARTL,497,9/19/2020,9/29/2020,856,857,425536,605812,426009,4,FALSE
CUST201838,Arjun Reddy,Female,43,Jammu and Kashmir,Jammu,9192889203,arjun.reddy73@example.com,Salaried,Investments,589032,Upstox,53799,Low,1/27/2015,ONGC,1699,1/14/2020,-,119,-,202096,259483,202096,5,FALSE
CUST201839,Rahul Mishra,Non-binary,35,Andaman and Nicobar Islands,Port Blair,9303606778,rahul.mishra33@example.com,Agriculture,Investments,183019,Groww,31706,Low,3/8/2020,TCS,733,8/24/2020,-,2484,-,1820809,1824479,1820809,5,FALSE
CUST201840,Kavya Gupta,Male,41,Dadra and Nagar Haveli and Daman and Diu,Silvassa,9649674514,kavya.gupta34@example.com,Entrepreneur,Inheritance,3943996,Groww,430373,Low,6/10/2011,MARUTI,700,6/2/2023,-,15210,-,10647056,15345341,10647056,7,FALSE
CUST201841,Ananya Agarwal,Female,27,Tamil Nadu,Coimbatore,9699018511,ananya.agarwal27@example.com,Retired,Investments,39453,Groww,7764,Moderate,8/16/2013,HCLTECH,1090,8/21/2016,-,1229,-,1339588,1786181,1339588,2,FALSE
CUST201842,Aisha Thakur,Male,37,Meghalaya,Shillong,9506809838,aisha.thakur14@example.com,Freelancer,Salary,422315,Groww,59172,Moderate,7/19/2015,MARUTI,942,10/19/2019,7/7/2024,13914,14644,13106800,17814268,13794243,4,FALSE
CUST201843,Aditya Desai,Male,27,West Bengal,Howrah,9456333892,aditya.desai41@example.com,Salaried,Business Income,406487,Upstox,21340,Low,7/31/2010,POWERGRID,656,9/16/2020,-,285,-,186717,218401,186717,6,FALSE
CUST201844,Kavya Agarwal,Male,46,Rajasthan,Jodhpur,9826388032,kavya.agarwal70@example.com,Salaried,Investments,403467,Upstox,69506,High,7/25/2017,INFY,649,9/7/2024,-,1378,-,894199,1208798,894199,4,FALSE
CUST201845,Rahul Khan,Male,45,Haryana,Panipat,9762370385,rahul.khan42@example.com,Professional Services,Business Income,838127,Groww,128558,Moderate,5/18/2020,HCLTECH,1863,2/1/2022,-,1175,-,2188112,2764837,2188112,5,FALSE
CUST201846,Rohit Verma,Female,55,Andaman and Nicobar Islands,Port Blair,9294123280,rohit.verma29@example.com,Professional Services,Pension,5304964,Groww,469054,High,9/12/2023,HDFC,1169,9/24/2024,11/26/2024,2847,2659,3327605,4461498,3108289,5,FALSE
CUST201847,Priya Gupta,Male,43,Mizoram,Aizawl,9588314003,priya.gupta31@example.com,Freelancer,Investments,559402,Groww,50501,Low,11/15/2016,MARUTI,754,2/13/2018,3/2/2024,13456,17018,10145764,11191003,12831203,3,FALSE
CUST201848,Ankit Sharma,Male,44,Karnataka,Mangalore,9479865716,ankit.sharma11@example.com,Entrepreneur,Inheritance,411712,Groww,50984,Moderate,11/13/2016,POWERGRID,391,8/29/2018,-,202,-,78923,96366,78923,4,FALSE
CUST201849,Pooja Desai,Female,38,Himachal Pradesh,Shimla,9685643476,pooja.desai79@example.com,Student,Business Income,26515,Zerodha,3976,Low,7/16/2019,AXISBANK,123,11/18/2020,-,1149,-,141280,130167,141280,10,FALSE
CUST201850,Pooja Rao,Male,46,Arunachal Pradesh,Itanagar,9467363163,pooja.rao91@example.com,Freelancer,Pension,2050433,Groww,379236,Low,4/20/2017,ONGC,363,11/2/2020,-,119,-,43063,42950,43063,8,FALSE
CUST201851,Deepa Nair,Male,49,Gujarat,Surat,9364908474,deepa.nair40@example.com,Entrepreneur,None/Student,2527789,Groww,189448,Moderate,4/27/2010,BHARTIARTL,1982,1/2/2025,7/18/2025,699,939,1386092,1959712,1861078,3,FALSE
CUST201852,Aditya Thakur,Female,37,Meghalaya,Shillong,9366228455,aditya.thakur62@example.com,Student,None/Student,22437,Zerodha,1685,Low,9/16/2018,TCS,469,7/28/2025,8/4/2025,2956,3237,1386186,1793213,1517961,1,FALSE
CUST201853,Vivek Sharma,Female,30,Sikkim,Gangtok,9084861066,vivek.sharma91@example.com,Professional Services,Business Income,2128521,Groww,329014,Moderate,5/2/2012,SBI,1834,6/12/2021,-,649,-,1190339,1662679,1190339,13,TRUE
CUST201854,Vivaan Gupta,Female,35,Andhra Pradesh,Vijayawada,9891624410,vivaan.gupta35@example.com,Professional Services,Pension,306955,Groww,29983,Low,10/6/2013,RELIANCE,1305,3/1/2016,-,2495,-,3255557,4025981,3255557,4,FALSE
CUST201855,Isha Rao,Female,36,Rajasthan,Jodhpur,9238935440,isha.rao45@example.com,Student,Business Income,9115,Zerodha,766,Low,8/30/2017,INFY,882,12/1/2018,11/28/2020,1791,1802,1579794,1831497,1589576,4,FALSE
CUST201856,Aditya Sharma,Female,42,Karnataka,Mangalore,9066714853,aditya.sharma91@example.com,Freelancer,Salary,1047408,Groww,160379,High,10/5/2017,SBI,500,6/1/2022,-,592,-,295920,411056,295920,4,FALSE
CUST201857,Karan Singh,Female,50,Goa,Margao,9982492202,karan.singh31@example.com,Agriculture,Pension,603721,Groww,35663,Moderate,9/28/2010,MARUTI,731,11/12/2017,-,12058,-,8814478,8182434,8814478,7,FALSE
CUST201858,Deepa Reddy,Male,39,Kerala,Kochi,9126962505,deepa.reddy10@example.com,Freelancer,Business Income,1158164,Groww,150219,Moderate,2/21/2016,HDFC,1731,12/10/2019,-,2759,-,4776504,6266741,4776504,7,FALSE
CUST201859,Isha Joshi,Prefer not to say,18,Himachal Pradesh,Dharamshala,9027496238,isha.joshi56@example.com,Small Business,Business Income,1037072,Groww,151507,Low,11/23/2011,DIVISLAB,605,9/4/2017,5/24/2025,4983,3483,3015005,3815988,2107415,6,FALSE
CUST201860,Vivek Nair,Male,23,Manipur,Imphal,9858033086,vivek.nair29@example.com,Professional Services,Investments,2101561,Groww,226351,Moderate,12/20/2015,ITC,432,9/7/2021,-,324,-,139869,128873,139869,3,FALSE
CUST201861,Arjun Nair,Female,43,Meghalaya,Shillong,9871590518,arjun.nair44@example.com,Salaried,Pension,261252,Upstox,17989,Low,4/28/2010,MARUTI,1664,3/25/2015,-,10509,-,17487608,19260431,17487608,6,FALSE
CUST201862,Karan Khan,Female,32,Gujarat,Ahmedabad,9911717400,karan.khan39@example.com,Salaried,Inheritance,528286,Upstox,53561,Low,9/30/2017,ITC,592,11/19/2017,-,420,-,248528,300983,248528,1,FALSE
CUST201863,Rohit Agarwal,Male,52,Jammu and Kashmir,Jammu,9666072366,rohit.agarwal86@example.com,Professional Services,Investments,314148,Groww,36028,Moderate,2/13/2013,POWERGRID,1545,5/2/2017,-,272,-,420317,386477,420317,3,FALSE
CUST201864,Vivek Verma,Male,18,Jharkhand,Ranchi,9252894043,vivek.verma74@example.com,Small Business,Pension,1018117,Groww,75509,Moderate,5/13/2012,RELIANCE,396,11/23/2019,-,2420,-,958257,1039535,958257,4,FALSE
CUST201865,Sana Singh,Male,45,Himachal Pradesh,Dharamshala,9848031636,sana.singh63@example.com,Freelancer,Inheritance,639776,Groww,78861,Low,10/30/2014,ONGC,765,6/26/2016,-,95,-,72721,66097,72721,5,FALSE
CUST201866,Aditya Khan,Male,38,Mizoram,Aizawl,9839303953,aditya.khan88@example.com,Student,Investments,17174,Zerodha,1732,Moderate,10/4/2011,HINDUNILVR,999,4/28/2019,-,2358,-,2356072,2504739,2356072,1,FALSE
CUST201867,Rahul Bose,Male,35,Lakshadweep,Kavaratti,9011499747,rahul.bose47@example.com,Student,Business Income,10041,Zerodha,1858,High,4/24/2015,DIVISLAB,1651,4/8/2021,-,5004,-,8262050,12281446,8262050,7,FALSE
CUST201868,Rohit Verma,Male,47,Andaman and Nicobar Islands,Port Blair,9194565977,rohit.verma78@example.com,Salaried,Investments,15055,Upstox,898,Low,4/16/2020,SBILIFE,1952,11/27/2021,3/31/2024,1080,1211,2107535,2470406,2364770,4,FALSE
CUST201869,Priya Singh,Female,46,Assam,Guwahati,9910804175,priya.singh79@example.com,Retired,Salary,167810,Groww,25254,Low,7/3/2014,MARUTI,963,4/22/2017,-,14146,-,13622502,20021185,13622502,9,FALSE
CUST201870,Rohit Mehta,Male,35,Karnataka,Bengaluru,9916587236,rohit.mehta83@example.com,Agriculture,None/Student,3960,Groww,627,Low,10/5/2014,ONGC,1643,10/7/2015,-,96,-,157284,217446,157284,1,FALSE
CUST201871,Aditya Singh,Male,53,Lakshadweep,Kavaratti,9572818291,aditya.singh59@example.com,Agriculture,Pension,342759,Groww,48446,Low,4/6/2013,KOTAKBANK,921,6/18/2025,-,2244,-,2066825,2185301,2066825,9,FALSE
CUST201872,Isha Rao,Female,44,Lakshadweep,Kavaratti,9841585537,isha.rao13@example.com,Entrepreneur,Investments,305771,Groww,39222,Moderate,1/26/2019,SBILIFE,1957,7/22/2022,-,1361,-,2663594,3894290,2663594,8,FALSE
CUST201873,Vivaan Iyer,Male,44,Uttarakhand,Dehradun,9716944814,vivaan.iyer12@example.com,Small Business,Pension,386061,Groww,25978,Moderate,1/30/2021,MARUTI,755,5/5/2021,-,11585,-,8746411,9446600,8746411,5,FALSE
CUST201874,Aarav Sharma,Male,28,Nagaland,Kohima,9407972968,aarav.sharma64@example.com,Agriculture,Investments,341739,Groww,48263,Moderate,7/28/2010,KOTAKBANK,93,9/2/2016,1/19/2018,2348,1709,218402,241810,158966,4,FALSE
CUST201875,Siddharth Rao,Female,36,Sikkim,Gangtok,9992519736,siddharth.rao72@example.com,Entrepreneur,Inheritance,3526693,Groww,476086,Low,12/23/2017,LARSEN,1521,12/31/2017,8/8/2024,2497,2845,3797983,4109479,4327504,4,FALSE
CUST201876,Aisha Iyer,Male,32,Telangana,Warangal,9925906771,aisha.iyer34@example.com,Student,None/Student,4794,Zerodha,896,Moderate,8/14/2013,POWERGRID,1864,10/2/2015,-,288,-,535900,624517,535900,6,FALSE
CUST201877,Karan Bose,Male,46,Gujarat,Surat,9600413166,karan.bose54@example.com,Retired,Business Income,407394,Groww,73668,Moderate,10/9/2011,RELIANCE,527,9/8/2015,-,2502,-,1318738,1245137,1318738,3,FALSE
CUST201878,Ananya Agarwal,Male,37,Andhra Pradesh,Vijayawada,9763506427,ananya.agarwal23@example.com,Small Business,Business Income,1607324,Groww,85317,Low,7/6/2020,ONGC,1179,12/4/2022,-,122,-,143614,199594,143614,7,FALSE
CUST201879,Kavya Sharma,Female,54,Maharashtra,Nagpur,9254316391,kavya.sharma14@example.com,Small Business,Inheritance,553702,Groww,109461,Low,12/1/2014,KOTAKBANK,946,6/17/2019,5/5/2021,1544,2571,1460265,1386017,2431835,2,FALSE
CUST201880,Vivek Thakur,Male,48,Dadra and Nagar Haveli and Daman and Diu,Daman,9203690615,vivek.thakur75@example.com,Freelancer,Inheritance,1091057,Groww,147092,Moderate,3/30/2015,TCS,1692,3/4/2018,-,2874,-,4863569,5773776,4863569,4,FALSE
CUST201881,Sana Patel,Female,37,Kerala,Thiruvananthapuram,9122066766,sana.patel38@example.com,Small Business,Business Income,617210,Groww,115664,High,7/27/2020,ITC,61,11/13/2022,-,402,-,24504,23075,24504,8,FALSE
CUST201882,Vivek Sharma,Male,43,Kerala,Thiruvananthapuram,9353286178,vivek.sharma45@example.com,Entrepreneur,None/Student,688909,Groww,49867,Moderate,9/5/2022,HDFC,1417,9/2/2024,-,2373,-,3362881,4347763,3362881,6,FALSE
CUST201883,Sana Rao,Female,54,Meghalaya,Shillong,9864555261,sana.rao81@example.com,Freelancer,Inheritance,142746,Groww,22048,Low,12/22/2014,HINDUNILVR,383,4/19/2016,12/31/2024,2285,2285,875327,1024242,875186,5,FALSE
CUST201884,Aarav Khan,Male,40,Tamil Nadu,Madurai,9868744123,aarav.khan14@example.com,Freelancer,Inheritance,755847,Groww,89762,Low,3/10/2014,RELIANCE,746,10/2/2016,-,1921,-,1433230,1290881,1433230,6,FALSE
